supporter_id,first_name,last_name,date_of_birth,email,postcode,region,sign_up_date,source_channel,marketing_consent,status,last_activity_date
2103,Sofia,Nkemelu,2003-01-23,sofia.nkemelu2103@example.com,M5 1UN,East Midlands,2024-03-11,Direct Mail,0,Lapsed,2026-07-23
2104,Omar,Grewal,2002-11-05,omar.grewal2104@example.com,N34 3TR,East of England,2020-01-08,Telephone,0,Active,2026-03-13
2105,Imogen,Sandoval,1962-02-04,imogen.sandoval2105@example.com,M37 1WH,South West,2024-08-31,Social,0,Active,2025-06-02
2106,Jasmin,Whitlock,2004-11-26,jasmin.whitlock2106@example.com,NE32 7BU,North West,2023-08-31,Web,1,Active,2024-03-27
2107,Lucy,Grewal,1959-02-08,lucy.grewal2107@example.com,M2 6NY,West Midlands,2022-05-31,Web,0,Active,2023-08-17
2108,Niamh,Hargreaves,2004-07-17,niamh.hargreaves2108@example.com,sw71yb,North East,2021-07-06,Telephone,0,Lapsed,2023-11-16
2109,Daniel,Kowalski,1988-10-18,daniel.kowalski2109@example.com,CF16 9JW,Scotland,2025-10-09,Direct Mail,1,Inactive,2026-06-16
2110,Harun,Pemberton,1953-04-09,harun.pemberton2110@example.com,LS2 4DL,West Midlands,2024-09-22,Direct Mail,1,Lapsed,2025-05-11
2111,Maya,Wainwright,1983-12-17,maya.wainwright2111@example.com,CF10 6RS,London,2021-08-13,Telephone,1,Active,2022-06-12
2112,Maya,Sharpe,1946-03-17,maya.sharpe2112@example.com,B26 1QQ,,2025-04-03,Direct Mail,0,Lapsed,2026-03-06
2113,Isaac,Whitlock,1968-08-10,isaac.whitlock2113@example.com,B37 7YH,South West,2022-08-25,Social,0,Active,2023-06-23
2114,Harun,Abiola,1969-10-13,harun.abiola2114@example.com,NE21 5FD,Scotland,2023-12-28,Social,0,Lapsed,2024-08-23
2115,Mahmoud,Baptiste,1992-09-02,mahmoud.baptiste2115@example.com,sw179xf,London,2022-09-25,Social,0,Active,2026-04-19
2116,Olive,Quainton,1973-10-02,olive.quainton2116@example.com,EH12 4QT,West Midlands,2023-07-28,Telephone,0,Lapsed,2026-06-11
2117,Fatima,Dalgleish,1996-12-19,fatima.dalgleish2117@example.com,LS29 3PX,London,2022-07-04,Web,0,Active,2024-08-12
2118,Karolina,Wainwright,1961-10-09,karolina.wainwright2118@example.com,NE36 5DP,Scotland,2017-08-28,Event,0,Lapsed,2023-03-04
2119,Fatima,Rashid,1967-04-24,fatima.rashid2119@example.com,G19 5RA,West Midlands,2026-04-19,Direct Mail,0,Active,2026-06-08
2120,Tariq,Baptiste,1959-05-27,tariq.baptiste2120@example.com,B18 8AX,East Midlands,2020-03-16,Telephone,0,Active,2024-07-24
2121,Eleanor,Sharpe,1986-03-07,eleanor.sharpe2121@example.com,LS24 3SZ,South West,2026-06-13,Direct Mail,0,Active,2026-06-25
2122,Daniel,Zielinski,1955-01-05,daniel.zielinski2122@example.com,LS38 8DL,East of England,2021-05-16,Web,1,Lapsed,2026-06-25
2123,Wei,Abiola,1954-10-11,wei.abiola2123@example.com,SW22 6ES,Wales,2024-02-14,Social,1,Active,2025-11-11
2124,Aisha,Carrick,1995-01-01,aisha.carrick2124@example.com,BT12 4DT,West Midlands,2026-03-05,Social,0,Active,2026-08-06
2125,Noah,Lindqvist,1982-05-10,,G26 2XL,Northern Ireland,2023-03-24,Partner,0,Active,2026-02-14
2126,Sofia,Rashid,1958-04-06,sofia.rashid2126@example.com,M22 9ZR,,2019-06-25,Partner,1,Active,2021-07-16
2127,Noah,Abiola,2005-04-19,noah.abiola2127@example.com,BS9 8RJ,East Midlands,2021-08-20,Telephone,1,Active,2024-02-18
2128,Priya,Uddin,1983-06-23,priya.uddin2128.example.com,B37 2HT,South East,2023-02-09,Web,0,Lapsed,2026-06-04
2129,Zara,Ellery,1965-09-22,zara.ellery2129@example.com,M25 9HD,East Midlands,2020-06-26,Partner,0,Lapsed,2026-03-04
2130,Chloe,Sandoval,1974-02-22,chloe.sandoval2130@example.com,M10 4RB,Yorkshire & Humber,2022-01-19,Web,1,Lapsed,2025-12-27
2131,Zara,Quainton,2000-07-14,zara.quainton2131@example.com,CF25 3AU,East of England,2025-11-01,Web,1,Active,2025-11-15
2132,Grace,Quainton,1982-01-04,grace.quainton2132@example.com,BS34 5TA,Scotland,2026-03-07,Social,1,Lapsed,2026-07-01
2133,Fatima,Chen,1958-08-25,fatima.chen2133@example.com,LS22 5UH,Yorkshire & Humber,2018-05-16,Event,1,Lapsed,2023-04-01
2134,Imogen,Abiola,1970-07-05,imogen.abiola2134@example.com,EH24 8PX,London,2019-11-04,Event,0,Active,2020-07-25
2135,Karolina,Zielinski,1948-03-13,karolina.zielinski2135@example.com,L27 2YL,North West,2022-01-18,Web,1,Lapsed,2023-03-11
2136,Callum,Quainton,1946-06-06,,M33 2LD,East Midlands,2024-12-30,Web,1,Active,2025-09-08
2137,Kai,Sharpe,1989-10-28,kai.sharpe2137@example.com,M32 3JW,East Midlands,2018-09-08,Telephone,1,Active,2020-05-06
2138,Aisha,Abiola,1961-08-11,aisha.abiola2138@example.com,L36 7FB,North West,2017-09-29,Partner,1,Inactive,2019-02-11
2139,Tariq,Zielinski,1950-11-04,tariq.zielinski2139@example.com,SE32 9SD,,2021-11-18,Telephone,1,Lapsed,2023-05-01
2140,Daniel,Baptiste,1980-03-24,daniel.baptiste2140@example.com,NE25 3FF,,2018-04-26,Event,1,Inactive,2026-04-15
2141,Rhys,Rashid,1966-12-14,rhys.rashid2141@example.com,CF32 3BY,Yorkshire & Humber,2025-05-19,Direct Mail,1,Active,2026-08-01
2142,Olive,Nkemelu,1982-07-25,olive.nkemelu2142@example.com,LS38 5JL,Northern Ireland,2022-01-16,Web,0,Lapsed,2022-06-04
2143,Daniel,Yeboah,2005-02-17,daniel.yeboah2143@example.com,L40 6BF,East Midlands,2025-05-04,Direct Mail,0,Inactive,2025-08-09
2144,Deborah,Okafor,1982-02-23,deborah.okafor2144@example.com,SE28 9UE,South West,2021-07-08,Telephone,1,Lapsed,2025-05-04
2145,Zainab,Tewari,1963-04-14,zainab.tewari2145@example.com,SW29 6PG,Wales,2025-12-14,Social,1,Lapsed,2026-06-19
2146,Grace,Uddin,1991-04-14,grace.uddin2146@example.com,l154ex,North East,2020-12-21,Partner,1,Lapsed,2025-05-01
2147,Isaac,Mensah,1973-09-17,isaac.mensah2147@example.com,m313sw,North West,2024-06-06,Telephone,0,Active,2024-10-23
2148,Tariq,Vasquez,1946-07-07,tariq.vasquez2148@example.com,B22 2AE,East Midlands,2023-01-15,Social,1,Inactive,2023-04-04
2149,Mahmoud,Carrick,1963-01-09,mahmoud.carrick2149@example.com,EH37 6LY,North East,2022-10-14,Social,0,Inactive,2024-06-12
2150,Karolina,Whitlock,1956-08-06,karolina.whitlock2150@example.com,LS12 8QP,Yorkshire & Humber,2024-07-24,Direct Mail,0,Lapsed,2024-09-23
2151,Emeka,Kowalski,1964-01-25,emeka.kowalski2151@example.com,EH16 3LR,Scotland,2022-08-31,Web,1,Lapsed,2024-05-03
2152,Fatima,Hargreaves,1984-12-15,fatima.hargreaves2152@example.com,LS11 5UY,Scotland,2022-05-10,Event,0,Active,2026-05-06
2153,Jasmin,Zielinski,1948-02-05,jasmin.zielinski2153@example.com,SE38 8UE,Northern Ireland,2023-11-26,Telephone,0,Active,2024-08-20
2154,Tariq,Ellery,1967-08-15,tariq.ellery2154@example.com,M36 8FR,South East,2024-03-25,Web,1,Active,2024-06-15
2155,Maya,Hargreaves,1977-08-09,,M1 8XQ,South East,2022-02-16,Web,0,Active,2023-02-16
2156,Freya,Fenton,1958-08-10,freya.fenton2156@example.com,B8 7TY,West Midlands,2023-10-10,Social,1,Active,2024-12-20
2157,Isaac,Okafor,1970-01-15,isaac.okafor2157@example.com,EH11 8GR,East Midlands,2021-10-09,Event,0,Active,2024-01-20
2158,Harun,Nkemelu,1993-03-23,harun.nkemelu2158@example.com,LS29 1QW,Wales,2019-03-02,Event,1,Lapsed,2024-12-28
2159,Leah,Vasquez,1989-09-13,leah.vasquez2159@example.com,M40 8BW,Wales,2024-04-08,Social,0,Active,2025-02-28
2160,Uche,Morrow,2004-01-23,uche.morrow2160@example.com,bs129eh,North East,2018-11-27,Telephone,0,Active,2026-07-16
2161,Ben,Mensah,1956-06-02,ben.mensah2161@example.com,BS27 9QX,West Midlands,2026-06-17,Direct Mail,0,Lapsed,2026-07-29
2162,Rosa,Mensah,1966-09-16,rosa.mensah2162@example.com,SE7 8QR,North West,2025-05-16,Social,1,Active,2025-05-23
2163,Grace,Carrick,1976-02-15,grace.carrick2163@example.com,NE26 6SA,East Midlands,2020-09-19,Event,0,Active,2025-11-13
2164,Rachel,Vasquez,1992-05-27,rachel.vasquez2164@example.com,SW29 6QX,North West,2019-03-15,Event,1,Active,2020-10-30
2165,Imogen,Grewal,1976-07-14,imogen.grewal2165@example.com,G14 3LU,East of England,2025-08-16,Direct Mail,0,Lapsed,2025-09-12
2166,Sian,Grewal,1960-05-09,sian.grewal2166@example.com,BT38 4XE,London,2022-10-08,Social,1,Active,2026-08-08
2167,Leah,Sharpe,1999-11-09,leah.sharpe2167@example.com,LS32 2SS,London,2019-04-19,Partner,0,Active,2020-01-13
2168,Ben,Abiola,1991-08-13,ben.abiola2168@example.com,EH24 2HT,South West,2018-03-03,Event,1,Inactive,2019-09-05
2169,Verity,Zielinski,2006-02-02,verity.zielinski2169@example.com,LS29 7HX,North East,2018-09-14,Telephone,0,Inactive,2025-11-19
2170,Samuel,Fenton,1994-08-14,samuel.fenton2170@example.com,LS37 6PJ,East of England,2023-08-20,Partner,0,Active,2024-02-10
2171,Fatima,Wainwright,1956-04-13,fatima.wainwright2171@example.com,SW22 8AR,East Midlands,2020-09-25,Telephone,1,Active,2023-01-09
2172,Priya,Kowalski,1984-07-22,priya.kowalski2172@example.com,BS36 6XJ,North East,2021-04-30,Event,1,Active,2025-05-28
2173,Kai,Chen,2005-07-04,kai.chen2173@example.com,EH27 6BA,West Midlands,2018-11-27,Event,1,Lapsed,2019-02-17
2174,Noah,Zielinski,1966-04-21,noah.zielinski2174@example.com,LS36 8PU,South West,2019-07-08,Partner,0,Lapsed,2021-04-12
2175,Omar,Ahmed,1996-11-17,omar.ahmed2175@example.com,B35 3LF,East of England,2018-02-23,Partner,0,Lapsed,2026-05-14
2176,Daniel,Mensah,1960-08-13,daniel.mensah2176@example.com,SW34 5AD,Scotland,2023-09-27,Direct Mail,1,Active,2025-06-11
2177,Jasmin,Jarvis,1997-07-04,jasmin.jarvis2177@example.com,n173lu,East Midlands,2022-09-14,Partner,0,Inactive,2025-03-05
2178,Fatima,Baptiste,1949-11-01,fatima.baptiste2178@example.com,M13 4YW,Yorkshire & Humber,2021-07-16,Web,1,Lapsed,2026-06-24
2179,Gareth,Vasquez,1950-01-26,gareth.vasquez2179@example.com,LS22 7AB,Northern Ireland,2021-06-29,Web,1,Inactive,2023-04-11
2180,Verity,Okafor,1959-06-25,verity.okafor2180@example.com,B36 6NF,Yorkshire & Humber,2022-10-19,Web,1,Inactive,2025-01-24
2181,Niamh,Ahmed,1960-12-14,niamh.ahmed2181@example.com,N20 6LJ,London,2016-10-13,Event,1,Lapsed,2023-08-20
2182,Elliot,Dalgleish,1972-07-26,elliot.dalgleish2182@example.com,G30 8LE,West Midlands,2018-12-21,Event,1,Active,2020-06-03
2183,Callum,Lindqvist,2002-06-15,callum.lindqvist2183.example.com,CF5 7YX,Yorkshire & Humber,2022-11-23,Partner,1,Lapsed,2025-12-24
2184,Imogen,Ahmed,1990-03-12,imogen.ahmed2184@example.com,G25 9WG,Scotland,2021-07-08,Telephone,1,Active,2025-07-01
2185,Niamh,Dalgleish,1993-02-10,niamh.dalgleish2185@example.com,N3 5YU,South East,2022-05-14,Web,1,Active,2025-07-20
2186,Grace,Baptiste,1989-12-05,grace.baptiste2186@example.com,M10 6RS,Scotland,2024-11-06,Telephone,0,Active,2025-04-12
2187,Fatima,Ellery,1990-12-11,fatima.ellery2187@example.com,M34 3XP,East of England,2026-05-31,Direct Mail,0,Active,2026-06-07
2188,Lucy,Pemberton,1990-12-12,lucy.pemberton2188@example.com,NE3 5RD,South East,2021-04-11,Web,1,Active,2021-06-29
2189,Callum,Sharpe,1998-02-25,callum.sharpe2189@example.com,BT26 5WS,London,2025-11-08,Social,1,Active,2025-12-05
2190,Joseph,Duffy,1946-11-09,joseph.duffy2190@example.com,NE15 5YG,Wales,2022-03-21,Partner,1,Active,2022-10-21
2191,Sian,Morrow,1998-10-18,sian.morrow2191@example.com,N23 4WX,East of England,2025-12-01,Web,0,Active,2025-12-23
2192,Mahmoud,Grewal,1946-10-10,mahmoud.grewal2192@example.com,NE11 1EH,Scotland,2017-01-22,Event,0,Active,2025-02-06
2193,Ben,Okafor,2006-03-07,,M1 9EU,Northern Ireland,2023-07-17,Social,1,Lapsed,2025-05-03
2194,Uche,Carrick,1988-10-02,uche.carrick2194@example.com,BS13 5UT,North East,2022-07-26,Social,1,Active,2023-01-08
2195,Omar,Whitlock,1981-10-28,omar.whitlock2195@example.com,SE33 8XW,North East,2025-07-16,Direct Mail,1,Active,2025-09-15
2196,Niamh,Wainwright,1966-09-28,niamh.wainwright2196@example.com,bs107gj,Scotland,2024-02-01,Web,1,Active,2025-10-22
2197,Sian,Pemberton,1999-05-20,sian.pemberton2197@example.com,SE20 3SL,West Midlands,2019-07-14,Partner,0,Active,2024-01-27
2198,Karolina,Chen,1975-02-01,karolina.chen2198@example.com,sw337eq,North East,2022-04-17,Social,0,Active,2024-07-14
2199,Karolina,Lindqvist,1955-02-15,karolina.lindqvist2199@example.com,N8 6ZE,North West,2023-02-14,Web,1,Active,2023-10-27
2200,Olive,Ellery,1989-12-12,olive.ellery2200@example.com,NE25 1NG,West Midlands,2017-05-04,Event,1,Deceased,2017-07-24
2201,Karolina,Yeboah,2001-06-20,karolina.yeboah2201@example.com,LS38 8XN,East of England,2026-02-16,Social,1,Active,2026-04-28
2202,Yusuf,Mensah,1986-06-28,yusuf.mensah2202@example.com,BT32 7XJ,East of England,2022-03-22,Telephone,1,Active,2026-02-25
2203,Joseph,Ellery,1986-09-03,joseph.ellery2203@example.com,BS19 9EJ,North West,2019-02-17,Partner,0,Lapsed,2022-10-06
2204,Grace,Ellery,1973-05-03,grace.ellery2204@example.com,SE3 9BJ,East of England,2017-06-29,Event,0,Active,2024-04-02
2205,Tariq,Vasquez,1998-05-07,tariq.vasquez2205@example.com,N15 1BS,Yorkshire & Humber,2022-03-10,Event,0,Lapsed,2025-04-04
2206,Samuel,Whitlock,1972-10-01,samuel.whitlock2206@example.com,BT23 6UF,Scotland,2025-10-13,Web,0,Active,2026-08-14
2207,Olive,Jarvis,2003-07-13,olive.jarvis2207@example.com,LS33 5DD,North East,2020-07-01,Telephone,0,Inactive,2022-07-31
2208,Leah,Mensah,1999-09-09,leah.mensah2208@example.com,BS30 4NG,East Midlands,2022-03-22,Partner,0,Lapsed,2025-11-15
2209,Elliot,Uddin,1981-12-22,elliot.uddin2209@example.com,LS12 6AN,South East,2021-08-03,Event,0,Active,2022-10-28
2210,Uche,Thornbury,1946-07-18,uche.thornbury2210@example.com,SW27 5FG,South West,2021-08-08,Event,1,Inactive,2024-05-09
2211,Priya,Quainton,1973-11-22,priya.quainton2211@example.com,eh375qp,Yorkshire & Humber,2019-10-24,Telephone,0,Active,2020-09-26
2212,Harun,Okafor,1977-06-13,harun.okafor2212@example.com,BS21 9JY,East of England,2021-03-11,Web,0,Active,2023-06-05
2213,Olive,Zielinski,1948-10-26,olive.zielinski2213@example.com,LS10 7JU,South East,2019-05-03,Event,0,Active,2022-08-13
2214,Sian,Nkemelu,1991-07-11,sian.nkemelu2214@example.com,G13 7TT,South West,2017-06-14,Event,0,Inactive,2023-12-08
2215,Imogen,Iqbal,1951-03-20,imogen.iqbal2215@example.com,SE4 3SA,South East,2018-09-29,Event,1,Active,2025-11-12
2216,Leah,Sandoval,1993-11-14,leah.sandoval2216@example.com,l154ah,West Midlands,2023-01-18,Partner,0,Active,2024-09-30
2217,Verity,Morrow,1972-09-18,verity.morrow2217@example.com,LS23 8ZE,South East,2018-08-31,Telephone,0,Lapsed,2021-04-30
2218,Yusuf,Fenton,1957-08-25,yusuf.fenton2218@example.com,EH4 7NB,Scotland,2018-07-09,Telephone,1,Active,2022-05-14
2219,Ben,Grewal,1958-07-17,ben.grewal2219@example.com,L29 8WE,Wales,2018-06-13,Event,1,Active,2023-08-03
2220,Maya,Morrow,1964-10-28,,SE28 5EF,East Midlands,2017-03-23,Event,0,Active,2020-09-19
2221,Isaac,Ellery,1965-06-15,isaac.ellery2221@example.com,M32 1UE,Yorkshire & Humber,2024-06-30,Direct Mail,1,Active,2025-05-08
2222,Theo,Sandoval,1996-07-28,theo.sandoval2222@example.com,EH9 5EJ,West Midlands,2021-06-13,Partner,0,Inactive,2024-08-17
2223,Maya,Uddin,1977-10-14,maya.uddin2223@example.com,SE22 1HR,London,2024-09-12,Web,0,Lapsed,2025-11-18
2224,Karolina,Morrow,1986-09-14,karolina.morrow2224@example.com,L35 1SU,South West,2019-05-13,Telephone,0,Lapsed,2020-04-04
2225,Hannah,Grewal,1973-06-26,,LS22 7HB,South East,2023-10-31,Social,0,Active,2024-12-06
2226,Zara,Rashid,1983-11-18,zara.rashid2226@example.com,BT4 3BJ,South East,2024-08-12,Social,1,Lapsed,2025-12-24
2227,Lucy,Hargreaves,1997-09-14,lucy.hargreaves2227@example.com,B18 8YP,East Midlands,2019-04-23,Event,1,Active,2025-04-02
2228,Elliot,Tewari,1982-05-05,elliot.tewari2228@example.com,M40 6DE,London,2020-08-26,Partner,1,Active,2025-02-09
2229,Fatima,Whitlock,2005-01-24,fatima.whitlock2229@example.com,N15 4DE,Scotland,2019-01-17,Partner,0,Inactive,2025-06-29
2230,Rosa,Duffy,1980-09-23,rosa.duffy2230@example.com,SW14 3JH,South West,2022-10-17,Social,0,Active,2025-02-08
2231,Ben,Zielinski,1987-04-01,ben.zielinski2231@example.com,n287lf,South West,2021-08-26,Event,0,Lapsed,2025-08-30
2232,Emeka,Bright,1950-01-12,emeka.bright2232@example.com,EH12 2HJ,West Midlands,2025-07-22,Direct Mail,1,Lapsed,2026-06-23
2233,Wei,Sandoval,1990-04-13,wei.sandoval2233@example.com,LS27 3HY,Wales,2025-06-04,Direct Mail,0,Active,2025-07-02
2234,Imogen,Carrick,1960-11-01,imogen.carrick2234@example.com,SE16 8EY,Wales,2019-07-11,Partner,1,Inactive,2022-07-07
2235,Tariq,Zielinski,1969-04-09,tariq.zielinski2235@example.com,BT22 9SH,East Midlands,2025-02-12,Social,1,Active,2025-09-08
2236,Zainab,Okafor,1994-10-19,zainab.okafor2236@example.com,SE38 3YT,South West,2018-03-18,Partner,1,Active,2022-12-09
2237,Olive,Duffy,2002-02-21,olive.duffy2237@example.com,SW37 6GE,East Midlands,2021-10-01,Event,1,Active,2022-07-01
2238,Olive,Wainwright,1990-08-16,olive.wainwright2238@example.com,N25 2PX,Scotland,2019-03-27,Event,1,Active,2025-08-03
2239,Verity,Sandoval,1981-06-17,verity.sandoval2239@example.com,G13 3JE,East Midlands,2020-01-07,Event,1,Active,2023-01-10
2240,Rosa,Tewari,2000-11-11,rosa.tewari2240@example.com,EH9 4AY,Northern Ireland,2022-10-10,Social,1,Inactive,2023-01-27
2241,Elliot,Dalgleish,1971-01-26,elliot.dalgleish2241@example.com,M7 1RP,North West,2018-11-12,Partner,0,Active,2020-01-20
2242,Callum,Ellery,1976-01-07,callum.ellery2242@example.com,BT10 3ZR,Yorkshire & Humber,2025-04-22,Direct Mail,1,Lapsed,2025-11-11
2243,Amara,Abiola,1973-05-19,amara.abiola2243@example.com,CF39 5TQ,East of England,2024-10-17,Web,1,Lapsed,2025-01-03
2244,Amara,Morrow,1991-08-21,amara.morrow2244@example.com,BS31 9JE,South East,2026-02-16,Direct Mail,1,Active,2026-07-03
2245,Gareth,Sandoval,1966-06-18,gareth.sandoval2245@example.com,BT24 4AA,London,2018-05-20,Event,0,Active,2021-08-28
2246,Emeka,Sandoval,1976-08-26,,ls128se,Northern Ireland,2025-01-22,Direct Mail,0,Inactive,2025-04-09
2247,Samuel,Gill,1960-03-04,samuel.gill2247@example.com,SW19 4ES,East of England,2020-02-05,Partner,0,Active,2022-06-02
2248,Karolina,Yeboah,1962-10-17,karolina.yeboah2248@example.com,EH39 5LG,Scotland,2026-04-23,Direct Mail,0,Lapsed,2026-05-25
2249,Wei,Okafor,1953-09-26,wei.okafor2249@example.com,CF11 2LQ,,2021-11-04,Telephone,1,Active,2024-03-29
2250,Isaac,Lindqvist,1955-09-07,isaac.lindqvist2250@example.com,M15 6LQ,London,2021-04-21,Telephone,0,Active,2023-04-17
2251,Zara,Bright,2004-07-11,zara.bright2251@example.com,SE21 3WP,South East,2022-06-01,Social,1,Lapsed,2023-11-15
2252,Ben,Zielinski,1956-08-20,ben.zielinski2252@example.com,B5 3SX,East Midlands,2023-06-03,Telephone,1,Inactive,2025-05-05
2253,Olive,Okafor,1964-03-19,olive.okafor2253@example.com,SE18 4DZ,South East,2018-08-02,Event,0,Active,2025-01-30
2254,Noah,Baptiste,1962-09-28,noah.baptiste2254@example.com,L8 9EJ,Yorkshire & Humber,2022-06-08,Social,1,Active,2024-07-27
2255,Fatima,Ellery,1990-08-26,fatima.ellery2255@example.com,CF21 4QT,Wales,2018-07-28,Event,0,Lapsed,2022-05-16
2256,Ben,Zielinski,1998-11-09,ben.zielinski2256@example.com,N17 1QA,South East,2019-09-11,Telephone,1,Active,2020-09-13
2257,Niamh,Whitlock,1998-01-10,niamh.whitlock2257@example.com,N9 8DG,North West,2018-01-22,Partner,1,Active,2025-07-05
2258,Mahmoud,Pemberton,1994-06-17,mahmoud.pemberton2258@example.com,SE26 6AF,South West,2020-10-27,Web,0,Active,2026-04-27
2259,Callum,Quainton,1963-07-04,callum.quainton2259@example.com,L10 9QP,South West,2020-01-29,Partner,0,Active,2020-01-31
2260,Freya,Yeboah,1972-02-09,freya.yeboah2260@example.com,EH34 5RJ,North East,2020-11-02,Web,1,Lapsed,2020-12-24
2261,Chloe,Fenton,1993-11-01,chloe.fenton2261@example.com,L26 8YA,Scotland,2018-11-01,Event,1,Active,2025-06-20
2262,Maya,Bright,1988-12-23,maya.bright2262@example.com,SW20 8PF,Wales,2024-08-28,Direct Mail,1,Active,2025-01-25
2263,Imogen,Sandoval,1999-09-08,imogen.sandoval2263@example.com,BT5 7ER,South East,2020-03-09,Telephone,0,Active,2023-03-24
2264,Niamh,Wainwright,1964-08-23,niamh.wainwright2264@example.com,SE1 2QW,North West,2023-10-03,Partner,1,Active,2024-03-20
2265,Joseph,Fenton,1968-02-15,joseph.fenton2265@example.com,NE17 1AL,Yorkshire & Humber,2023-04-12,Web,1,Active,2024-08-11
2266,Jasmin,Lindqvist,1980-11-10,jasmin.lindqvist2266@example.com,BS23 1GF,North East,2022-03-22,Web,1,Inactive,2023-01-03
2267,Mahmoud,Kowalski,2000-09-08,mahmoud.kowalski2267@example.com,M15 3AQ,East of England,2019-11-25,Telephone,0,Deceased,2020-12-05
2268,Daniel,Yeboah,1983-04-25,daniel.yeboah2268@example.com,G31 6AZ,West Midlands,2022-07-05,Event,1,Active,2023-09-25
2269,Harun,Bright,2002-04-13,harun.bright2269.example.com,M18 3NG,East Midlands,2023-07-13,Social,1,Active,2024-08-11
2270,Sofia,Wainwright,1958-09-10,sofia.wainwright2270@example.com,BT20 7WB,North East,2024-07-23,Direct Mail,1,Active,2024-09-17
2271,Verity,Morrow,1967-10-27,verity.morrow2271@example.com,B2 3BW,South West,2018-12-13,Event,0,Active,2020-04-07
2272,Karolina,Lindqvist,1968-01-07,karolina.lindqvist2272@example.com,BT37 6JF,Yorkshire & Humber,2024-11-17,Social,1,Active,2025-11-16
2273,Wei,Kowalski,1990-07-26,wei.kowalski2273@example.com,BT19 4RZ,South East,2018-06-29,Partner,1,Active,2018-08-11
2274,Uche,Ellery,2004-10-27,uche.ellery2274@example.com,g22ax,East of England,2021-07-03,Event,0,Active,2026-04-19
2275,Imogen,Vasquez,1966-11-05,imogen.vasquez2275@example.com,G12 2UZ,South East,2018-03-18,Event,1,Active,2023-10-07
2276,Daniel,Vasquez,2001-08-23,daniel.vasquez2276@example.com,NE23 5YE,East Midlands,2020-07-21,Partner,0,Active,2021-09-28
2277,Joseph,Mensah,1985-05-25,joseph.mensah2277@example.com,N8 4TN,West Midlands,2022-04-29,Partner,0,Active,2023-06-30
2278,Aisha,Kowalski,1978-11-07,aisha.kowalski2278@example.com,BS11 4UP,Scotland,2025-02-03,Direct Mail,1,Active,2025-09-02
2279,Verity,Yeboah,1984-05-06,verity.yeboah2279@example.com,SE20 9DY,Scotland,2018-05-02,Partner,1,Lapsed,2020-12-30
2280,Verity,Abiola,1969-05-25,verity.abiola2280@example.com,LS34 2SU,North East,2018-04-19,Event,1,Active,2025-10-05
2281,Gareth,Kowalski,1996-05-09,gareth.kowalski2281@example.com,N32 4LB,Scotland,2023-09-05,Telephone,0,Lapsed,2026-02-21
2282,Karolina,Whitlock,1954-12-25,karolina.whitlock2282@example.com,M28 9TH,Yorkshire & Humber,2021-05-16,Web,0,Active,2025-10-20
2283,Sian,Quainton,1955-05-02,sian.quainton2283@example.com,B39 7BX,East of England,2022-02-12,Web,0,Active,2022-06-18
2284,Amara,Gill,1998-07-23,amara.gill2284@example.com,EH16 6NG,North West,2021-06-09,Web,0,Active,2023-05-04
2285,Samuel,Rashid,2006-04-09,samuel.rashid2285@example.com,LS13 2NH,Yorkshire & Humber,2019-06-23,Partner,0,Active,2021-08-04
2286,Emeka,Fenton,1972-11-06,emeka.fenton2286@example.com,BS17 6HY,Yorkshire & Humber,2024-07-20,Telephone,0,Active,2025-10-28
2287,Olive,Morrow,1962-10-23,olive.morrow2287@example.com,BS33 1XA,Yorkshire & Humber,2022-10-13,Partner,1,Active,2023-07-28
2288,Fatima,Baptiste,1981-03-04,fatima.baptiste2288@example.com,SE19 4WH,North East,2020-12-26,Telephone,1,Inactive,2024-08-19
2289,Uche,Sharpe,1976-04-11,uche.sharpe2289@example.com,L35 2JQ,North East,2024-09-12,Social,1,Inactive,2025-02-25
2290,Chloe,Duffy,1960-11-13,chloe.duffy2290@example.com,B28 2JA,Northern Ireland,2018-11-21,Partner,1,Lapsed,2024-05-12
2291,Olive,Mensah,2003-03-06,olive.mensah2291@example.com,SE12 1ZU,Yorkshire & Humber,2023-10-09,Social,1,Active,2024-02-11
2292,Sofia,Okafor,1973-07-12,sofia.okafor2292@example.com,B23 3PY,Yorkshire & Humber,2018-11-14,Partner,1,Active,2025-08-02
2293,Chloe,Mensah,1963-11-08,chloe.mensah2293@example.com,EH3 8NX,North West,2019-03-13,Event,1,Active,2023-10-23
2294,Theo,Abiola,1997-02-11,theo.abiola2294@example.com,EH39 3UU,Yorkshire & Humber,2024-07-20,Direct Mail,1,Active,2025-04-25
2295,Joseph,Ellery,1947-10-23,joseph.ellery2295@example.com,SW33 4US,Yorkshire & Humber,2024-06-13,Direct Mail,1,Lapsed,2025-08-23
2296,Uche,Fenton,1977-10-14,uche.fenton2296@example.com,b254qt,East Midlands,2025-02-05,Direct Mail,1,Active,2025-03-17
2297,Priya,Sharpe,1946-12-06,priya.sharpe2297@example.com,BS1 4PQ,North West,2022-05-19,Web,0,Active,2024-07-16
2298,Noah,Hargreaves,1968-12-01,noah.hargreaves2298@example.com,L39 2EP,South East,2024-04-13,Web,0,Lapsed,2025-07-02
2299,Rosa,Nkemelu,1948-10-01,rosa.nkemelu2299@example.com,LS29 9XA,Wales,2026-02-16,Social,0,Inactive,2026-08-02
